รหัสสินค้า,ชื่อสินค้า,ราคา (ดิบ)
1790,LEFLOXIN 500 mg 1X10's (SIAM),ราคา 168.00 บาท
1791,KLACID 500 mg 1X10's (Abbott),ราคา 528.00 บาท
1794,ริดสีดวงทวารหนัก ตราปลามังกร 500's,ราคา 125.00 บาท
1796,RETEN FIVE 30 ml (TO),ราคา 142.00 บาท
1797,ขมิ้นชัน 60's (ศิริบัญชา),ราคา 31.00 บาท
1798,ROXYCAN 20 mg 1000's (T.MAN),ราคา 320.00 บาท
1799,HEPALAC 100 ml (BERLIN),ราคา 79.00 บาท
1802,ยาหม่องไพล ตราหมอเอี้ยง 50 g,ราคา 60.00 บาท
1803,TIGER BALM NECK&SHOULDER RUB 50 g,ราคา 134.00 บาท
1804,OLMETEC 40 mg 30's,ราคา 870.00 บาท
1805,DOMPER-M 10 mg 50X10's (BKD),ราคา 4.40 บาท
1806,MEDERMA SCAR Gel 10 g,ราคา 315.00 บาท
1807,VITAMIN B COMPLEX 1000's เม็ดสีน้ำตาล (ROTA),ราคา 245.00 บาท
1808,NEBILET 5 mg 2X14's (Menarini),ราคา 692.00 บาท
1809,OXYMET NASAL Spray 0.05% 15 ml (GREATER),ราคา 31.00 บาท
1810,ALCOHOL 12X30ml (ศิริบัญชา),ราคา 72.00 บาท
1811,FOLIC ACID 5 mg 100's (ROTA),ราคา 65.00 บาท
1812,NUOSIC 50X10's (Millimed),ราคา 8.50 บาท
1814,CEZA Syrup 60 ml,ราคา 37.00 บาท
1815,ALCOHOL 3800 ml (ศิริบัญชา),ราคา 320.00 บาท
1816,MULTIVITAMIN 1000's (ROTA),ราคา 285.00 บาท
1817,TOPAMAX 25 mg 6X10's (Janssen),ราคา 147.75 บาท
1818,SCAGEL CYBELE 19 g,ราคา 258.00 บาท
1819,ISOCAL 850 g (Nestle),ราคา 598.50 บาท
1820,CRAVIT 500 mg (1X5's),ราคา 374.00 บาท
1821,FELOTEN 10 mg 3X10's (BIOLAB),ราคา 322.00 บาท
1822,SALMOL EXPECTORANT 60 ml (BIOPHARM),ราคา 17.50 บาท
1823,TAMPO Suspension 60 ml (TNP),ราคา 19.50 บาท
1824,DECOLGEN PRIN (25X4's),ราคา 193.00 บาท
1827,ARAVA 20 mg 30's (SANOFI),"ราคา 2,595.00 บาท"
1828,ยากิ้ดเซียง ชนิดชง ตราเทียนกิ้ดเซียง,ราคา 155.00 บาท
1829,เคียงซิมอี้ 30's,ราคา 245.00 บาท
1830,ยาหอมปราสาททอง อินทรโอสถ 20's,ราคา 88.00 บาท
1831,ยาหอมปราสาททอง อินทรโอสถ 80's,ราคา 322.00 บาท
1832,ZOCOVIN Cream 5 g (TO),ราคา 32.00 บาท
1833,TRANSAMIN 500 mg 10X10's (OHI),ราคา 63.00 บาท
1834,SYRINGE BALL (No.9) 300 ml,ราคา 83.00 บาท
1835,THERMO PAD 30x45cm กระเป๋าน้ำร้อนไฟฟ้า,"ราคา 1,530.00 บาท"
1836,ถุงปัสสาวะ เทล่าง URINE BAG 2000 ml บรรจุ 1 ชิ้น,ราคา 24.00 บาท
1837,หม้อนอน สแตนเลส,ราคา 830.00 บาท
1839,ATHRIL Powder 30 ซอง/กล่อง (TO),ราคา 225.00 บาท
1842,แป้งโยคี ในรัศมีวงกลม 60 g,ราคา 13.50 บาท
1843,TOPAMAX 50 mg 6X10's (Janssen),ราคา 240.00 บาท
1844,TOPAMAX 100 mg 6X10's (Janssen),ราคา 385.00 บาท
1845,MICARDIS PLUS (40/12.5mg) 30's,ราคา 659.00 บาท
1846,ORMIST 10 mg 1X10's (TNP),ราคา 19.00 บาท
1847,ALLORIC 100 mg 500's (TO),ราคา 220.00 บาท
1849,LONNA Gel (กลิ่นเปปเปอร์มิ้นท์) กล่อง 25X1g,ราคา 180.00 บาท
1850,ULCEFATE Suspension 240 ml (SIAM),ราคา 492.00 บาท
1851,BIO VITAMIN C 1000 mg 30's (Pharmahof),ราคา 166.00 บาท
1852,ยาหม่องเสลดพังพอน ตราหมอเอี้ยง 50 g,ราคา 60.00 บาท
1853,POLKA Cream 60 g,ราคา 73.00 บาท
1854,PHARMAVATE Cream 15 g,ราคา 39.00 บาท
1855,TRINOLONE KIDS ORAL Paste 25X1g/กล่อง,ราคา 155.00 บาท
1856,ZOCOVIN 200 mg 5X5's (TO),ราคา 66.00 บาท
1857,FUCIDIN Cream 15 g,ราคา 174.00 บาท
1858,CLINIVATE-N Cream 15 g (BKD),ราคา 30.00 บาท
1859,B.M. COUGH Syrup 60 ml (BMP),ราคา 33.00 บาท
1860,LIPITOR 80 mg (3X10's),"ราคา 1,980.00 บาท"
1862,ACNE AID GENTLE CLEANSER 100 ml,ราคา 144.00 บาท
1863,LOPID 600 mg (6X10's),ราคา 910.00 บาท
1864,SEROQUEL 100 mg 30's,"ราคา 2,015.00 บาท"
1865,FluOph EYE Drops 5 ml,ราคา 54.00 บาท
1866,SUCTION CATHETERS สายดูดเสมหะ No.12 50 เส้น/ห่อ,ราคา 175.00 บาท
1867,SUCTION CATHETERS สายดูดเสมหะ No.14 50 เส้น/ห่อ,ราคา 175.00 บาท
1868,TANZARIL 50 mg 3X10's (TEVA),ราคา 69.00 บาท
1869,SYMBICORT TURBUHALER (160/4.5 mcg) 120 Doses Astrazeneca,"ราคา 1,155.00 บาท"
1870,NOVOFINE 31G (0.25x6mm) 100 ชิ้น/กล่อง,ราคา 553.00 บาท
1872,TAVIPEC (3X10's),ราคา 185.00 บาท
1873,LONNA Gel กลิ่นเปปเปอร์มิ้นท์ 5 g,ราคา 32.00 บาท
1874,ONE-TREX 10X10's (BURAPHA),ราคา 85.00 บาท
1875,T.M.DAZOLE 500 mg 25X4's (T.MAN),ราคา 156.50 บาท
1876,PROPOLIZ MOUTH Spray 15 ml (T.MAN),ราคา 85.50 บาท
1877,ซอฟเฟล สเปรย์กันยุง กลิ่นฟลอร่า 30 ml,ราคา 31.00 บาท
1878,ซอฟเฟล สเปรย์กันยุง กลิ่นเฟรช 30 ml,ราคา 31.00 บาท
1879,MYOGESIC 500's (NL),ราคา 200.00 บาท
1880,MUSTAB 500's (NL),ราคา 200.00 บาท
1881,SCAGEL KIDS CYBELE 9 g,ราคา 143.00 บาท
1882,CLATIDYNE 10 mg 10X10's (NL),ราคา 60.00 บาท
1883,TC MYCIN 500 mg 10's (TCP),ราคา 39.50 บาท
1884,ELTROXIN 100 mcg 100's,ราคา 80.00 บาท
1885,น้ำมันละหุ่งหวาน 30 ml (วิทยาศรม),ราคา 12.75 บาท
1886,VULTIN 300 mg (10X10's),ราคา 31.50 บาท
1887,STERILE GAUZE PADS 3x3 inch 100 ชิ้น/กล่อง (Pharmahof),ราคา 185.00 บาท
1888,VITABION 50X10's (Medline),ราคา 26.00 บาท
1889,ONSIA 8 mg 10's (SIAM),ราคา 140.00 บาท
1890,AZITHRO 250 mg 1X6's (M&H),ราคา 51.50 บาท
1891,CLINIVATE-N Cream 5 g (BKD),ราคา 16.00 บาท
1892,LEXEMIN 100 mg (10X10's),ราคา 44.00 บาท
1893,FANGO-B Cream 5 g (BKD),ราคา 16.00 บาท
1895,CLINODERM Cream 15 g (BKD),ราคา 41.50 บาท
1898,CAPSIKA-25 Gel 35 g (BKD),ราคา 76.00 บาท
1900,BROMHEX 8 mg 50X10's (T.MAN),ราคา 140.00 บาท
1904,SALMOL Syrup 60 ml (BIOPHARM),ราคา 17.50 บาท
1905,KEPPRA 250 mg 3X10's (GSK),ราคา 663.00 บาท
1906,LAMISIL Cream 15 g,ราคา 230.00 บาท
1907,FAVERIN 50 mg 60's (Abbott),"ราคา 1,433.00 บาท"
1908,FAVERIN 100 mg 30's (Abbott),"ราคา 1,276.00 บาท"
1910,ERFUZIDE (10X12's),ราคา 23.50 บาท
1911,HYDROX 25 mg 1000's (T.MAN),ราคา 325.00 บาท
1912,SERLIFT 50 mg (3X10's),ราคา 108.00 บาท
1914,IBROFEN 600 mg 25X10's (TO),ราคา 325.00 บาท
1915,HOTTA GINGER สูตรเข้มข้น ขิง 45 g 5 ซอง/ห่อ,ราคา 44.00 บาท
1916,PULMICORT RESPULES 0.5 mg 20X2ml/กล่อง (Astrazeneca),ราคา 785.00 บาท
1917,NEOTAPE POROUS (1/2 inch x 10 yds) สีขาว,ราคา 22.75 บาท
1918,NEOTAPE POROUS (1 inch x 5 yds) สีขาว,ราคา 34.00 บาท
1919,CARATEN 12.5 mg 10X10's (BERLIN),ราคา 675.00 บาท
1920,CARATEN 6.25 mg 10X10's (BERLIN),ราคา 580.00 บาท
1922,IMMUNYTOP กระเทียมสกัด 100's (KLO),ราคา 218.00 บาท
1923,FENAFEX 180 mg 1X10's (SPS),ราคา 62.00 บาท
1924,LAMAZONE Cream 10 g (NCR),ราคา 36.50 บาท
1927,BRONAL Syrup 120 ml,ราคา 129.00 บาท
1928,AMITRIPTYLINE 25 mg 50X10's (GPO),ราคา 320.00 บาท
1929,COXIUM 1500 mg Powder 30 ซอง/กล่อง (Millimed),ราคา 325.00 บาท
1930,ZYRRIZIN-G 10 mg 500's (NL),ราคา 250.00 บาท
1931,FESPA 500 mg 1X10's (TNP),ราคา 17.50 บาท
1932,MYCODERM-C Dusting Powder 75 g,ราคา 124.00 บาท
1933,MECZE 500 mcg 3X10's (KASPA),ราคา 61.00 บาท
1934,MECOBIN 0.5 mg 25X10's (UNISON),ราคา 15.50 บาท
1935,MEGA D-TOXI 30's,ราคา 332.00 บาท
1936,I-PROFEN 400 mg 1000's (OSi),ราคา 560.00 บาท
1938,ยาแก้ไอ LP น้ำดำ ตราเสือดาว 450 ml,ราคา 52.00 บาท
1941,แก้วตวงยา 30 ml,ราคา 9.00 บาท
1942,DIFFERIN (0.1%) 30 g,ราคา 578.00 บาท
1943,BENZAC AC (2.5%) 60 g,ราคา 265.00 บาท
1944,CEMOL 500 mg 1000's (CPL),ราคา 298.00 บาท
1945,TRITACE 10 mg 3X10's (SANOFI),ราคา 900.00 บาท
1946,TRITACE 5 mg 3X10's (SANOFI),ราคา 540.00 บาท
1947,SUPRALIP 145 mg 3X10's (Abbott),ราคา 605.00 บาท
1948,I-PROFEN 400 mg 1000's (OSi),ราคา 610.00 บาท
1949,FIRIDE 1 mg 3X10's (SIAM),ราคา 275.00 บาท
1950,PROTOPIC 0.1% Ointment 10 g,"ราคา 1,275.00 บาท"
1955,ด่างทับทิม 400 g (ศิริบัญชา),ราคา 180.00 บาท
1956,TELFAST 180 mg 1X10's (SANOFI),ราคา 222.00 บาท
1957,ORKELAX (50X10's),ราคา 10.00 บาท
1958,สายให้อาหาร STOMACH TUBE No.14,ราคา 21.00 บาท
1959,สายให้อาหาร STOMACH TUBE No.16,ราคา 21.00 บาท
1960,EUCALYPTUS Spray 300 ml ตราจิงโจ้,ราคา 193.00 บาท
1961,FANGO-BD Cream 15 g (BKD),ราคา 33.00 บาท
1962,TENSOPLAST-L พลาสเตอร์ผ้า 100 ชื้น/กล่อง (Pharmacare),ราคา 99.00 บาท
1963,CANULA สายออกซิเจน แคนนูล่า,ราคา 17.00 บาท
1964,NORA Cream 5 g (TNP),ราคา 23.00 บาท
1966,OC-35 1X21's (PML),เหลือ 85.50 บาท
1967,TRILEPTAL 300 mg 5X10's (Novartis),ราคา 684.00 บาท
1968,DAIVOBET Ointment 15 g,ราคา 565.00 บาท
1969,CANAZOL Cream 450 g (TO),ราคา 235.00 บาท
1970,NOVOMIX 30 Penfill (100 U/ml) 5X3ml/กล่อง,"ราคา 1,295.00 บาท"
1971,LOPRESS 2 mg 10X10's (SIAM),ราคา 102.00 บาท
1972,ACCU-CHEK PERFORMA STRIPS 25 ชิ้น/กล่อง (Roche),ราคา 600.00 บาท
1974,DOMPER-M 10 mg 1000's (BKD),ราคา 195.00 บาท
1975,M-CIN Spray 50 ml (Macrophar),ราคา 88.00 บาท
1977,VIGAMOX Ophthalmic Solution 5 ml (Alcon),ราคา 195.00 บาท
1979,ONE ALPHA 1 mcg (10X10's),ราคา 246.00 บาท
1980,EROXADE 150 mg 10X10's (OSi),ราคา 142.00 บาท
1981,AVELOX 400 mg 1X5's (BAYER),ราคา 575.00 บาท
1982,EBIXA 10 mg 28's,"ราคา 2,290.00 บาท"
1984,GLUCOSE-D P.L 454 g (PATAR),ราคา 44.00 บาท
1985,VYTORIN (10mg/10mg) 3X10's MSD,"ราคา 1,590.00 บาท"
1986,VYTORIN (10mg/20mg) 3X10's MSD,"ราคา 1,775.00 บาท"
1987,MELOBIC 7.5 mg 10X10's (TO),ราคา 260.00 บาท
1988,MEFAMED 500 mg 500's (Medicpharma),ราคา 240.00 บาท
1989,MILK OF MAGNESIA C.B. 240 ml (CBLAB),ราคา 30.00 บาท
1990,MM ยาระบาย รสเชอรี่ 240 ml (Medicpharma),ราคา 24.50 บาท
1991,MM ยาระบาย รสมิ้นท์ 240 ml (Medicpharma),ราคา 24.50 บาท
1992,CLINDALIN Gel 10 g,ราคา 62.50 บาท
1994,ZALAIN Cream 5 g,ราคา 55.00 บาท
1995,ZALAIN Vaginal Suppository 300 mg 1's,ราคา 159.00 บาท
1997,ACULAR EYE Drops 5 ml,ราคา 190.00 บาท
1998,EXFORGE (5mg/160mg) 2X14's Novartis,ราคา 815.00 บาท
2001,ซอฟเฟล สเปรย์กันยุง กลิ่นฟลอร่า 80 ml,ราคา 62.00 บาท
2002,ซอฟเฟล สเปรย์กันยุง กลิ่นเฟรช 80 ml,ราคา 62.00 บาท
2003,มะรุมแคปซูล อ้วยอันโอสถ 100's,ราคา 103.00 บาท
2004,อบเชยแคปซูล 60's,ราคา 94.00 บาท
2005,JANUVIA 100 mg 4X7's (MSD),"ราคา 1,460.00 บาท"
2006,FIRIDE 5 mg 3X10's (SIAM),ราคา 445.00 บาท
2007,DUREX EXCITA 3 ชิ้น/กล่อง,ราคา 45.00 บาท
2008,CEMOL 500 mg 100's WHITE-BLUE (CPL),ราคา 27.50 บาท
2010,HARNAL OCAS 0.4 mg 30's,ราคา 935.00 บาท
2011,KOOLFEVER BABY 6 แผ่น/กล่อง,ราคา 78.00 บาท
2012,AVARIN 5X10's/แพ็ก (MEGA),ราคา 302.00 บาท
2014,FLEMING 1000 mg 1X10's (BERLIN),ราคา 91.50 บาท
2016,HYDROGEN 12X30ml (ศิริบัญชา),ราคา 52.00 บาท
2017,COZAAR 100 mg 30's (MSD),ราคา 940.00 บาท
2018,LAMICTAL 25 mg 30's (GSK),ราคา 530.00 บาท
2019,LAMICTAL 50 mg 30's (GSK),ราคา 830.00 บาท
2020,LAMICTAL 100 mg 30's (GSK),"ราคา 1,320.00 บาท"
2021,IMURAN 50 mg 100's,"ราคา 1,630.00 บาท"
2024,STUGIN 25 mg 1000's (BKD),ราคา 175.00 บาท
2025,SOPROXEN 275 mg 10X10's (BERLIN),ราคา 172.00 บาท
2026,ONZET Suspension (200mg/5ml) 15 ml M&H,ราคา 92.00 บาท
2027,BUFLEX 600 mg 25X10's/กล่อง,ราคา 315.00 บาท
2028,MEFAMED 500 mg 25X10's/กล่อง (Medicpharma),ราคา 145.00 บาท
2029,SUCEE 1X28's (BIOPHARM),ราคา 84.00 บาท
2030,MEGA ULTRAPRO 900 g กลิ่นวานิลลา,"ราคา 1,448.00 บาท"
2031,BESTATIN 40 mg 10X10's (BERLIN),ราคา 238.00 บาท
2032,DEHECTA Suspension 20 ซอง/กล่อง,ราคา 475.00 บาท
2034,TOPOXY SKIN Cream 10 g (SPS),ราคา 43.75 บาท
2035,แป้งผง ตราเต่า 25 g กลิ่นเมนทอล,ราคา 30.00 บาท
2036,IBROFEN FC 400 mg 50X10's/กล่อง (TO),ราคา 405.00 บาท
2037,SILVERDERM Cream 25 g (TO),ราคา 32.00 บาท
2038,BETOSALIC Ointment 5 g (TO),ราคา 24.50 บาท
2039,PAINELIEF COOL Gel 30 g,ราคา 66.50 บาท
2040,VIMPAT 100 mg 56's,"ราคา 5,655.00 บาท"
2041,NUTROPLEX OLIGO 100 ml,ราคา 143.00 บาท
2043,ILIADIN NASAL Spray 10 ml สำหรับผู้ใหญ่,ราคา 132.00 บาท
2045,BETADINE Ointment 50 g,ราคา 120.50 บาท
2046,SENOLAX 60's (SPS),ราคา 56.00 บาท
2048,BETAMETH Cream 500 g (OSi),ราคา 310.00 บาท
2049,FURETIC 40 mg 10X10's (SIAM),ราคา 215.00 บาท
2050,METROLEX 200 mg 10X10's (SIAM),ราคา 90.00 บาท
2051,METROLEX 400 mg 10X10's (SIAM),ราคา 138.00 บาท
2053,MEGA GARLIC OIL 100's,ราคา 103.00 บาท
2054,LANOXIN-PG 0.0625 mg 300's,ราคา 270.00 บาท
2055,GANATON 50 mg 1X10's (Abbott),ราคา 148.00 บาท
2056,VOLTA 50 mg 1000's (T.MAN),ราคา 178.00 บาท
2057,BESTATIN 20 mg 10X10's (BERLIN),ราคา 146.00 บาท
2058,LAURA-35 ลอร่า 1X21's,ราคา 65.00 บาท
2059,PURIDE 300 mg 50X10's (POLIPHARM),ราคา 18.00 บาท
2060,FLUOXINE 20 mg 50X10's (TO),ราคา 7.50 บาท
2061,NYST ORAL 12 ml (CP),ราคา 35.00 บาท
2062,GAVISCON Tablet กาวิสคอน เปปเปอร์มิ้นต์ 16's,ราคา 158.00 บาท
2063,T.A. 0.02% Cream 5 g (OSi),ราคา 13.00 บาท
2064,SALONPAS พลาสเตอร์บรรเทาปวด 10 ชิ้น/กล่อง,ราคา 34.00 บาท
2066,SAUGELLA ATTIVA 100 ml,ราคา 114.00 บาท
2067,SAUGELLA DERMOLIQUIDO 100 ml,ราคา 92.00 บาท
2068,SAUGELLA POLIGYN 100 ml,ราคา 136.00 บาท
2070,LEXAPRO 10 mg (2X14's),"ราคา 1,120.00 บาท"
2071,GLUCERNA SR 850 g กลิ่นวานิลลา (Abbott),"ราคา 1,098.00 บาท"
2072,NURO-B 30X10's (TO),ราคา 22.00 บาท
2073,TRIPNATOL 10 mg 1000's (NL),ราคา 160.00 บาท
2074,DILANTIN 100 mg 100's (VIATRIS),ราคา 392.00 บาท
2075,MEGA GINKGO BILOBA 60's,ราคา 193.95 บาท
2077,ZYRRIZIN 10 mg 10X10's (NL),ราคา 52.00 บาท
2079,STRESSTABS 600+IRON 30's (GSK),ราคา 220.00 บาท
2080,ยาดมเปปเปอร์มิ้นท์ ฟิลด์ Inhaler 12X2ml/โหล,ราคา 213.00 บาท
2081,SARA 500 mg เม็ดรี 100's (TNP),ราคา 110.00 บาท
2086,COAPROVEL (300mg/12.5mg) 28's SANOFI,ราคา 965.00 บาท
2088,LYRICA 75 mg 4X14's (VIATRIS),"ราคา 2,880.00 บาท"
2089,MYOTAB 500's (NL),ราคา 200.00 บาท
2090,SOS Plus พลาสเตอร์ใส ปิดแผล กันน้ำ รุ่น T2 (6x7cm) 3 แผ่น/กล่อง,ราคา 27.50 บาท
2091,SOS Plus พลาสเตอร์ใส ปิดแผล กันน้ำ รุ่น T3 (6x10cm) 2 แผ่น/กล่อง,ราคา 32.00 บาท
2092,SOS Plus ผ้าก๊อซ ปิดแผล รุ่น S2 (6x7cm) 5 แผ่น/กล่อง,ราคา 29.00 บาท
2093,SOS Plus พลาสเตอร์ใส ปิดแผล กันน้ำ รุ่น T1 (2.5x5.6cm) 10 แผ่น/กล่อง,ราคา 23.00 บาท
2094,SOS Plus ผ้าก๊อซ ปิดแผล รุ่น S3 (6x10cm) 4 แผ่น/กล่อง,ราคา 29.50 บาท
2095,ยาริดสีดวงใบห่อ ชนิดเม็ด 60's,ราคา 23.00 บาท
2096,ZEMA Cream 15 g,ราคา 43.25 บาท
2097,COXIUM 500 mg 10X10's (Millimed),ราคา 255.00 บาท
2098,ใบมะขามแขก อ้วยอันโอสถ 30's,ราคา 31.00 บาท
2101,TRUSLEN COFFEE PLUS COLLAGEN 16gX10ซอง,ราคา 83.00 บาท
2102,T.A. 0.1% Cream 5 g (OSi),ราคา 13.75 บาท
2103,CELLUFRESH UD 30X0.4ml/กล่อง,ราคา 256.00 บาท
2104,DITOIN 100 mg 100's (ATC),ราคา 85.00 บาท
2105,FUROX Suspension 30 ml (TNP),ราคา 25.00 บาท
2106,XALACOM EYE Drops 2.5 ml,ราคา 629.00 บาท
2107,FLUNOBATE-N Cream 5 g (TNP),ราคา 25.00 บาท
2108,FLUNOBATE-N Cream 15 g (TNP),ราคา 43.50 บาท
2110,FLOXCIPRO 500 mg 10X10's (Medicpharma),ราคา 145.00 บาท
2111,NEURONTIN 600 mg (10X10's),ราคา 533.00 บาท
2112,METHYCOBAL 500 mcg 3X10's (Eisai),ราคา 158.00 บาท
2113,HYLES 100 mg 10X10's (BERLIN),ราคา 525.00 บาท
2114,ALLERGIS EYE Drops 10 ml (TNP),ราคา 37.50 บาท
2115,INDOMETHACIN 1000's (AU),ราคา 200.00 บาท
2116,STRESSTABS 600+ZINC 30's (GSK),ราคา 222.00 บาท
2117,จุกล้างจมูก Klean&Kare (ANB),ราคา 26.50 บาท
2118,YAZ 1X28's (BAYER),ราคา 374.00 บาท
2120,FEXOTIN 60 mg 1X10's (Farmaline),ราคา 28.50 บาท
2121,MERISLON 6 mg 3X10's (Eisai),ราคา 61.00 บาท
2122,SIDUOL 3X10's (Eisai),ราคา 110.00 บาท
2123,CO-DIOVAN (160mg/12.5mg) 28's Novartis,ราคา 815.00 บาท
2124,BLACKMORES CoQ10 30's,ราคา 639.50 บาท
2125,ริดสีดวงทวารหนัก ตราใบห่อ ชนิดแคปซูล,ราคา 23.50 บาท
2126,ASPILETS 81 mg (20X10's),ราคา 117.00 บาท
2127,SUBSYDE-CR 100 mg PACK (5x2x10's),ราคา 520.00 บาท
2128,กระเป๋ายาสะพายใบเล็ก 6x8x12 inch,ราคา 330.00 บาท
2129,กระเป๋ายาสะพายใบใหญ่ 8x14x9.5 inch,ราคา 375.00 บาท
2130,SELBEX 50 mg 3X10's (Eisai),ราคา 194.00 บาท
2131,PULMICORT RESPULES 1 mg 20X2ml/กล่อง (Astrazeneca),"ราคา 1,020.00 บาท"
2133,LOSEC OMEPRAZOLE 20 mg 10X10's (GPO),ราคา 79.00 บาท
2134,NASONEX NASAL Spray 60 doses (MSD),ราคา 448.00 บาท
2135,ZEMA Lotion 30 ml,ราคา 32.00 บาท
2137,DERMAHEU Cream 25 g (TNP),ราคา 88.50 บาท
2138,CATAFLAM 25 mg 2X10's (Novartis),ราคา 100.00 บาท
2139,GAVISCON Suspension กาวิสคอน เปปเปอร์มิ้นต์ 150 ml,ราคา 234.00 บาท
2140,VITA C 25 mg กลิ่นองุ่น 1000's (T.MAN),ราคา 102.00 บาท
2142,NEVRAMIN 10X10's (TAKEDA),ราคา 260.00 บาท
2143,ALCOHOL Gel 450 ml (ศิริบัญชา),ราคา 75.00 บาท
2144,PORMUS (50X10's),ราคา 10.00 บาท
2145,MINIDOZ 1X28's (Exeltis),ราคา 137.50 บาท
2147,ASPENT-M 81 mg 60's,ราคา 32.00 บาท
2148,ASPENT-M 81 mg 1000's,ราคา 295.00 บาท
2149,CADUET (5mg/10mg) 28's VIATRIS,"ราคา 1,220.00 บาท"
2150,SEBIVO 600 mg (2X14's),"ราคา 3,650.00 บาท"
2151,AMBES 5 mg 10X10's (GPO),ราคา 65.00 บาท
2152,AMBES 10 mg 10X10's (GPO),ราคา 108.00 บาท
2153,HCTZ 25 mg 50X10's (GPO),ราคา 3.80 บาท
2154,HCTZ 50 mg 50X10's (GPO),ราคา 5.80 บาท
2155,RHINALAX-B 60 ml (BURAPHA),ราคา 20.00 บาท
2156,CIPROXIN 500 mg (10X10's),ราคา 192.00 บาท
2157,I-PROFEN 400 mg 50X10's (OSi),ราคา 6.75 บาท
2158,MYSOVEN Granules 600 mg 30X7g/กล่อง (GREATER),ราคา 267.00 บาท
2159,NORFLOX OSOTH 400 mg 10X10's (OSi),ราคา 148.00 บาท
2160,SINGULAIR Granules 4 mg 28 ซอง/กล่อง,ราคา 750.00 บาท
2161,SINGULAIR Chewable 4 mg 28's,ราคา 754.00 บาท
2162,COLOFAC RETARD 200 mg 30's (Abbott),ราคา 495.00 บาท
2163,RHINOTAPP Tablets 10X10's (NL),ราคา 55.00 บาท
2164,FOLEY CATHETER No.14 สายปัสสาวะ 10 เส้น/กล่อง,ราคา 170.00 บาท
2165,CADUET (10mg/20mg) 28's VIATRIS,"ราคา 2,025.00 บาท"
2167,GASTRO BISMOL 240 ml รสส้ม (Farmaline),ราคา 102.00 บาท
2170,GLUCOSE 454 g (UTOPIAN),ราคา 52.00 บาท
2171,CDR FORTOS Effervescent 10's (BAYER),ราคา 126.00 บาท
2172,PYRAMOX 500 mg 50X10's (RX),ราคา 16.00 บาท
2173,NSS LPSALINE NORMAL SALINE 200 ml ตราเสือดาว,ราคา 21.75 บาท
2174,COMBIGAN EYE Drops 5 ml,ราคา 426.00 บาท
2175,APOLETS 75 mg 30's (BERLIN),ราคา 288.00 บาท
2177,OMACOR 1000 mg 28's (Abbott),ราคา 970.00 บาท
2178,AEROTAMOL 100 mcg MDI,ราคา 125.00 บาท
2179,DIOVAN 320 mg 4X7's (Novartis),"ราคา 1,025.00 บาท"
2180,ACCU-CHEK SOFTCLIX LANCETS 200 ชิ้น/กล่อง (Roche),ราคา 530.00 บาท
2181,BIOVIT B6 บรรจุ 1000's,ราคา 242.00 บาท
2182,METHOPINE 50X10's (BURAPHA),ราคา 12.00 บาท
2183,TETRACYCLINE 250 mg 1000's (AU),ราคา 480.00 บาท
2184,AVODART 0.5 mg 3X10's (GSK),"ราคา 1,275.00 บาท"
2185,ACCU-CHEK ACTIVE เครื่องตรวจน้ำตาล (Roche),"ราคา 1,020.00 บาท"
2186,BIOVIT B2 บรรจุ 1000's,ราคา 408.50 บาท
2187,LORANTA 50 mg 3X10's (SIAM),ราคา 148.00 บาท
2188,RENU REWETTING Drops 8 ml (B&L),ราคา 99.50 บาท
2189,VISTRA GRAPE SEED 60 mg 30's,ราคา 210.00 บาท
2190,FORXIGA 10 mg 30's (Astrazeneca),"ราคา 1,525.00 บาท"
2191,KELA-PLUS Cream 5 g (TO),ราคา 20.00 บาท
2192,KELAPLUS Cream 15 g (TO),ราคา 49.50 บาท
2194,VISTRA FISH OIL 1000 mg 75's,ราคา 206.00 บาท
2195,MEVALOTIN 20 mg 30's,ราคา 619.00 บาท
2196,ERFUZIDE 60 ml,ราคา 30.00 บาท
2197,AMPIPEN N.L. 500 mg 10X10's (NL),ราคา 222.00 บาท
2198,CERAZETTE 1X28's,ราคา 184.50 บาท
2199,OPLUS Syrup รสส้ม 120 ml (PATAR),ราคา 51.50 บาท
2200,SEROXAT 20 mg 3X10's (GSK),"ราคา 1,675.00 บาท"
2201,CADUET (10mg/10mg) 28's,"ราคา 1,557.75 บาท"
2202,CADUET (10mg/40mg) 28's,"ราคา 2,288.00 บาท"
2203,ALLERAX-FC 10 mg 50X10's (BKD),ราคา 4.00 บาท
2204,ACCU-CHEK SOFTCLIX ปากกา (Roche),ราคา 565.00 บาท
2205,VITAMIN B12 บรรจุ 1000's (ROTA),ราคา 240.00 บาท
2206,STUGERON 25 mg 3X10's (Janssen),ราคา 88.00 บาท
2207,ไผ่หยก น้ำมันสมุนไพร 25 ml,ราคา 83.00 บาท
2208,ไผ่หยก น้ำมันสมุนไพร 50 ml,ราคา 155.00 บาท
2209,RESTASIS 30X0.4ml/กล่อง,"ราคา 1,380.00 บาท"
2210,TRAMIC 500 mg 250's (TO),ราคา 850.00 บาท
2211,GAS-NEP 1000's (SPS),ราคา 226.00 บาท
2212,NIPRO SYRINGE 50 ml สำหรับให้อาหาร,ราคา 11.50 บาท
2213,MUCILIN SUGAR FREE 10X5 g กลิ่นส้ม (BERLIN),ราคา 86.00 บาท
2214,BLACKMORES BUFFERED C 31's,ราคา 150.00 บาท
