รหัสสินค้า,ชื่อสินค้า,ราคา (ดิบ)
2215,BLACKMORES BUFFERED C 75's,ราคา 324.00 บาท
2217,ยาอมผสมมะแว้ง รสบ๊วย ตราไอยรา 20 ซอง/กล่อง (T.MAN),ราคา 330.00 บาท
2218,ยาธาตุน้ำขาว ไทยนคร 200 ml (TNP),ราคา 48.50 บาท
2219,SEKURE กางเกงซึมซับ No.M-L 5 ชิ้น/ห่อ,ราคา 128.00 บาท
2220,MICARDIS PLUS (80/12.5mg) 30's,ราคา 870.00 บาท
2223,SEKURE กางเกงซึมซับ No.L-XL 5 ชิ้น/ห่อ,ราคา 135.00 บาท
2224,SAMNIR 100 mg 1X10's (SIAM),ราคา 137.00 บาท
2226,MOTILIUM-M 10 mg 3X10's (Janssen),ราคา 102.00 บาท
2228,ZOBREX 200 mg 1X10's (Macrophar),ราคา 52.00 บาท
2229,ALINAMIN-F 10X10's (TAKEDA),ราคา 268.00 บาท
2231,MENTHOLATUM 85 g,ราคา 87.00 บาท
2232,BESTATIN 10 mg 10X10's (BERLIN),ราคา 113.00 บาท
2234,น้ำมันดอกไม้ขาว สีเขียว 10 ml,ราคา 68.00 บาท
2235,ยาน้ำแก้ไอมะขามป้อม ตราแสงดาว 120 ml,ราคา 14.50 บาท
2236,DUSPATIN 135 mg 10X10's (BERLIN),ราคา 290.00 บาท
2237,MERTIGO 12 mg 10X10's (SPS),ราคา 125.00 บาท
2238,หัวเกย์ IMPERIAL รุ่น M2090,"ราคา 1,380.00 บาท"
2239,SULIDINE CP Tablets 10X10's (BMP),ราคา 192.00 บาท
2242,TERCO-D 50X10's (BLHUA),ราคา 9.50 บาท
2244,EYEDEX EYE-EAR Drops 5 ml (SIAM),ราคา 42.00 บาท
2245,TENSOPLASTIC พลาสเตอร์พลาสติกใส 100 ชิ้น/กล่อง (Pharmacare),ราคา 84.00 บาท
2246,MICARDIS 40 mg 30's,ราคา 664.00 บาท
2247,EUCALYPTUS Spray 300 ml ตรานกแก้ว,ราคา 206.00 บาท
2248,EUCALYPTUS OIL ตรานกแก้ว 56 ml,ราคา 143.00 บาท
2249,ONE-TREX Syrup 60 ml (BURAPHA),ราคา 18.50 บาท
2252,DIOSMIN 500 mg 30's (CBLAB),ราคา 125.75 บาท
2253,MYBACIN MOUTH Spray 15 ml (GREATER),ราคา 89.00 บาท
2254,TANZARIL 100 mg 3X10's (TEVA),ราคา 125.00 บาท
2255,LESFLAM 50 mg (10X10's),ราคา 130.00 บาท
2256,POLYGOT 1X10's (CPL),ราคา 16.00 บาท
2257,EUCALYPTUS OIL ตรานกแก้ว 8.5 ml,ราคา 37.50 บาท
2258,ยาดมท่านเจ้าคุณ 12X2ml/โหล (TNP),ราคา 182.00 บาท
2259,FLUCOZOLE 200 mg 5X10's (SIAM),ราคา 755.00 บาท
2260,ATORVASTATIN 10 mg 3X10's (SANDOZ),ราคา 505.00 บาท
2261,ATORVASTATIN 20 mg 3X10's (SANDOZ),ราคา 690.00 บาท
2262,ATORVASTATIN 40 mg 3X10's (SANDOZ),ราคา 865.00 บาท
2263,ALGYCON 200 mg CHEWABLE Tablets (7X12's),ราคา 925.00 บาท
2264,LAVIM O2 Pure Oxygen 97% ออกซิเจนกระป๋อง 9000 ml,ราคา 335.00 บาท
2265,T CARE A3 อุปกรณ์ประคบร้อนและเย็น 12x26cm,ราคา 78.00 บาท
2266,CARDENOL 10 mg 100X10's (TO),ราคา 210.00 บาท
2267,ARICEPT Evess 10 mg 2X14's (Eisai),"ราคา 1,860.00 บาท"
2268,DAFNE-35 1X21's (Exeltis),ราคา 90.00 บาท
2269,NORGESIC (2X10's),ราคา 58.00 บาท
2270,CONTROLOC 20 mg 14's (TAKEDA),ราคา 624.00 บาท
2271,MICARDIS 80 mg 30's,ราคา 870.00 บาท
2272,MYMIN C 1000 mg 60's (GREATER),ราคา 194.00 บาท
2273,NEO-MUNE นีโอ-มูน กลิ่นวานิลลา 400 g (OTSUKA),ราคา 415.00 บาท
2274,ANNIE 1X21's (Pharmahof),ราคา 60.00 บาท
2275,DECAQUINON 10 mg 3X10's (Eisai),ราคา 206.00 บาท
2276,DERMACOMBIN Cream 15 g,ราคา 118.00 บาท
2278,SYSTANE ULTRA UD EYE Drops 28X0.5ml/กล่อง (Alcon),ราคา 319.00 บาท
2279,HARTSORB 5 mg 10X10's (SIAM),ราคา 120.00 บาท
2280,AVAMYS NASAL Spray 27.5 mcg 120 sprays (GSK),ราคา 429.00 บาท
2281,LAMISIL 250 mg 1X14's (Novartis),"ราคา 1,056.00 บาท"
2282,SOLMAX 500mg (25X10's),ราคา 36.00 บาท
2284,STEI 8 mg 10X10's/แพ็ก (SPS),ราคา 158.00 บาท
2285,ยาน้ำแก้ไอ ตราแป๊ะลี้ ผสมมะแว้ง 60 ml,ราคา 34.00 บาท
2286,ยาน้ำแก้ไอ ตราแป๊ะลี้ ผสมมะแว้ง 120 ml,ราคา 55.00 บาท
2287,STERI-DRESS ชุดทำแผลปลอดเชื้อ 12 ชุด/กล่อง (Pharmahof),ราคา 155.00 บาท
2290,ARICEPT Evess 5 mg 2X14's (Eisai),ราคา 950.00 บาท
2292,EXFORGE (10mg/160mg) 2X14's Novartis,ราคา 835.00 บาท
2293,VITAMIN C 500 mg 100's (GPO),ราคา 195.00 บาท
2294,JANUMET (50mg/1000mg) 8X7's MSD,"ราคา 1,460.00 บาท"
2295,MOPRIX 20 mg 14's (EXELTIS),ราคา 42.50 บาท
2296,NEXCARE ปิดสิว 18 ชิ้น (3M),ราคา 62.00 บาท
2297,ANGTONG อังตง แคปซูล 30's,ราคา 167.00 บาท
2298,OPTI-FREE REPLENISH 300 ml (Alcon),ราคา 210.00 บาท
2299,V-Giff ยาน้ำวีกิ๊ฟ 500 ml,ราคา 206.00 บาท
2300,EUCALYPTUS Spray 150 ml ตรานกแก้ว,ราคา 133.00 บาท
2301,สำลีแผ่นรีดข้าง ตรารถพยาบาล 100 ชิ้น/ห่อ,ราคา 27.50 บาท
2302,JANUMET (50mg/500mg) 8X7's MSD,"ราคา 1,460.00 บาท"
2303,COVERSYL 5 mg 30's,ราคา 485.00 บาท
2304,BEROCCA PERFORMANCE 15's กลิ่นผลไม้ (BAYER),ราคา 172.00 บาท
2306,FLUIMUCIL A 600 mg 10's (Zambon),ราคา 143.00 บาท
2308,BIOTRIL-S 1500 mg Powder กลิ่นส้ม 30 ซอง/กล่อง (BIOPHARM),ราคา 430.00 บาท
2309,BRAND'S ซุปไก่สกัด ผสมสารสกัดจากใบแป๊ะก๊วยและโสมชนิดเม็ด 30's,ราคา 330.00 บาท
2311,UCHOLINE 10 mg 10X10's (M&H),ราคา 780.00 บาท
2312,OTRIVIN For Child NASAL Spray 10 ml,ราคา 127.00 บาท
2313,ตะขาบ 5 ตัว ยาอมแก้ไอ รสดั้งเดิม,ราคา 27.00 บาท
2314,GLUCOSA 1500 mg Powder กลิ่นมะนาว 30 ซอง/กล่อง (BKD),ราคา 265.00 บาท
2315,CALTRATE PLUS 120's,ราคา 540.00 บาท
2316,ซองยา RX ขนาด 9x13cm,ราคา 25.50 บาท
2317,ยาบำรุงร่างกาย ตราพญานาค 150 ml,ราคา 20.50 บาท
2318,REMINYL 16 mg 28's (Janssen),"ราคา 3,850.00 บาท"
2320,ZIMVA 10 mg 10X10's (GPO),ราคา 60.00 บาท
2321,ZIMVA 20 mg 10X10's (GPO),ราคา 102.00 บาท
2322,ZIMVA 40 mg 10X10's (GPO),ราคา 165.00 บาท
2323,LYRICA 25 mg 4X14's (VIATRIS),"ราคา 1,171.00 บาท"
2324,GLUCOSA 1500 mg SUGAR FREE Powder 30 ซอง/กล่อง (BKD),ราคา 265.00 บาท
2325,VIT C 50 mg กลิ่นส้ม 10X100's (FRX),ราคา 146.00 บาท
2327,CIPROHOF 500 mg 10X10's (Pharmahof),ราคา 260.00 บาท
2328,FATEC 10 mg 50X10's (Pharmahof),ราคา 515.00 บาท
2330,NEVANAC Ophthalmic Suspension 5 ml (Novartis),ราคา 227.00 บาท
2331,RELPAX 40 mg (1X2's),ราคา 210.00 บาท
2332,GASMOTIN 5 mg 3X10's (Eisai),ราคา 412.00 บาท
2333,MEGA NAT-B 100's,ราคา 558.00 บาท
2334,VIAFLEX 1500 mg Powder 30 ซอง/กล่อง (MEGA),ราคา 317.00 บาท
2335,อภัยภูเบศร ฟ้าทะลายโจร 60's,ราคา 56.00 บาท
2336,AMOGIN Gel 240 ml,ราคา 36.00 บาท
2337,FLEXSA 1500 mg Powder 31 ซอง/กล่อง (MEGA),ราคา 800.00 บาท
2338,VISTRA EVENING PRIMROSE OIL 1000 mg 75's,ราคา 245.00 บาท
2339,BEPANTHEN FIRST AID Cream 30 g (BAYER),ราคา 128.00 บาท
2341,REMINYL 8 mg 4X7's (Janssen),"ราคา 2,425.00 บาท"
2343,COLCINE 0.6 mg 10X10's (Pharmahof),ราคา 170.00 บาท
2344,DIQUAS EYE Drops 5 ml,ราคา 248.00 บาท
2345,MINNY 21's (BIOPHARM),เหลือ 86.25 บาท
2346,MINNY 1X28's (BIOPHARM),เหลือ 86.25 บาท
2347,TUBIGRIP FEEL FREE PALM No.M อุปกรณ์พยุงข้อมือ-ฝ่ามือ,ราคา 138.00 บาท
2349,ANPUZZ 10's (TNP),ราคา 30.50 บาท
2351,LORANTA 100 mg 3X10's (SIAM),ราคา 198.00 บาท
2352,SAMARIN 140 mg 10X10's (BERLIN),ราคา 528.00 บาท
2353,ยาน้ำแก้ไอมะแว้ง ตราไอยรา 60 ml (T.MAN),ราคา 21.00 บาท
2354,ZYPREXA 5 mg 4X7's (Lilly),"ราคา 2,750.00 บาท"
2355,HIDRASEC 100 mg 10's (Abbott),ราคา 267.00 บาท
2356,ไม้เท้าค้ำยัน 52 นิ้ว แบบไม้ No.XL (Canton),ราคา 240.00 บาท
2357,IBIAMOX 500 mg 2X10's (SIAM),ราคา 95.00 บาท
2358,DEANXIT (10X10's),ราคา 555.00 บาท
2359,FUTURO KNEE COMFORT SUPPORT No.XL อุปกรณ์พยุงเข่า (3M),ราคา 265.00 บาท
2360,TUBIGRIP ANKLE No.M อุปกรณ์สวมข้อเท้า,ราคา 138.00 บาท
2361,ROBAZ Gel 30 g,ราคา 362.00 บาท
2362,SELSUN 60 ml,ราคา 128.00 บาท
2363,OPTIVIS Ophthalmic Ointment 5 g (FRX),ราคา 16.50 บาท
2364,TERBUTALINE 2.5 mg 1000's (TO),ราคา 178.00 บาท
2365,NURASIC 500's (TO),ราคา 210.00 บาท
2366,TUBIGRIP FEEL FREE PALM No.S อุปกรณ์พยุงข้อมือ-ฝ่ามือ,ราคา 138.00 บาท
2367,SCAGEL KIDS CYBELE 19 g,ราคา 255.00 บาท
2368,SELSUN 120 ml,ราคา 210.00 บาท
2369,SELSUN 30 ml,ราคา 84.00 บาท
2370,SOBELIN 5 mg 1000's (TO),ราคา 260.00 บาท
2371,AMOXY M.H. 500 mg 50X10's (M&H),ราคา 15.50 บาท
2372,ขี้เหล็ก อ้วยอันโอสถ 100's,ราคา 94.00 บาท
2374,METRONIDAZOLE 400 mg 50X10's (Medicpharma),เหลือ 230.00 บาท
2375,MOXILIN 500 mg 50X10's (42),ราคา 12.00 บาท
2376,EFEXOR XR 37.5 mg 1X7's (VIATRIS),ราคา 345.00 บาท
2377,C-20 Mouthwash 360 ml (OSi),ราคา 57.00 บาท
2378,SYSTANE ULTRA EYE Drops 10 ml (Alcon),ราคา 152.00 บาท
2379,OSENI (25mg/30mg) 28's,"ราคา 1,830.00 บาท"
2380,SOBELIN 50X10's (TO),ราคา 175.00 บาท
2382,AMLOPINE 5 mg 10X10's (BERLIN),ราคา 151.00 บาท
2383,U-SPA 100 mg 10X10's (SPS),ราคา 210.00 บาท
2384,AMLOPINE 10 mg 10X10's (BERLIN),ราคา 208.00 บาท
2385,BENARONE 100 mg 10X10's (SPS),ราคา 795.00 บาท
2386,BLACKMORES FOLIC ACID 90's,ราคา 275.00 บาท
2387,BLACKMORES LECITHIN 1200 mg 100's,ราคา 348.00 บาท
2388,กอเอี๊ยะปิดฝี ตราแมวกงจักร 100 แผ่น,ราคา 212.00 บาท
2389,SAMARIN 70 mg 10X10's (BERLIN),ราคา 275.00 บาท
2390,GAVISCON DUAL ACTION กาวิสคอน มิ้นต์ 150 ml,ราคา 332.00 บาท
2391,GAVISCON DUAL ACTION Tablet กาวิสคอน มิ้นต์ 16's,ราคา 198.00 บาท
2392,BLOPRESS PLUS 16 mg 4X7's (TAKEDA),ราคา 980.00 บาท
2393,แผ่นรองซับ BLUE PAD GEL 10 ชิ้น/ห่อ,ราคา 76.00 บาท
2394,HIRUSCAR POST ACNE 10 g (Medinova),ราคา 222.00 บาท
2395,ยาน้ำฟอกโลหิต ตราสิงห์แดง 500 ml,ราคา 142.00 บาท
2396,GALVUS MET (50mg/1000mg) 6X10's Novartis,"ราคา 1,322.00 บาท"
2397,GABAPENTIN 300 mg 10X10's (SANDOZ),ราคา 860.00 บาท
2398,CIRCADIN 2 mg 15's,ราคา 435.00 บาท
2399,TRILEPTAL 600 mg 5X10's (Novartis),"ราคา 1,327.00 บาท"
2400,LIVALO 2 mg 100's,"ราคา 2,250.00 บาท"
2401,ผ้าก๊อซ GAUZE PAD 3x3 inch 10 ห่อ/กล่อง (Canton),ราคา 56.00 บาท
2402,ผ้าก๊อซ GAUZE PAD 4x4 inch 10 ห่อ/กล่อง (Canton),ราคา 82.00 บาท
2403,MANOTAB 72's,ราคา 39.50 บาท
2404,อภัยภูเบศร ขมิ้นชัน 60's,ราคา 56.00 บาท
2405,KREMIL-S (20X10's),ราคา 385.00 บาท
2406,ZYRRIZIN-G 50X10's (NL),ราคา 285.00 บาท
2407,KARY Uni Ophthalmic Suspension 5 ml,ราคา 73.00 บาท
2408,GALVUS 50 mg 56's (Novartis),"ราคา 1,227.00 บาท"
2409,NUHAIR 5% Lotion 60 ml (POLIPHARM),ราคา 505.00 บาท
2410,DIAMICRON MR 60 mg (2X15's),ราคา 392.00 บาท
2411,MEGA SOYGERM CAL-D 30's,ราคา 380.00 บาท
2412,BLACKMORES GINKGO 30's,ราคา 255.00 บาท
2413,BLACKMORES BILBERRY 60's,ราคา 445.00 บาท
2414,ยาขมชนิดเม็ด ตราใบห่อ 25 ซอง/แพ็ก,ราคา 97.00 บาท
2415,SINUFEN 25X10's (Medicpharma),ราคา 135.00 บาท
2416,NUHAIR 3% Lotion 60 ml (POLIPHARM),ราคา 380.00 บาท
2417,ESTROMON 10X10's,ราคา 455.00 บาท
2418,SULIDINE CP Syrup 60 ml (BMP),ราคา 21.00 บาท
2419,SIAMFORMET 850 mg 10X10's (SIAM),ราคา 195.00 บาท
2420,SMOOTH E ACNE Gel 7 g,ราคา 134.00 บาท
2421,FELODIPINE 5 mg 3X10's (SANDOZ),ราคา 264.00 บาท
2422,FELODIPINE 10 mg 3X10's (SANDOZ),ราคา 372.00 บาท
2423,ULSAMET 400 mg 50X10's (BURAPHA),ราคา 710.00 บาท
2425,MaxxLife MAGNESIUM PLUS 60's,ราคา 360.00 บาท
2426,ยาหม่องขาว ตราลิงถือลูกท้อ 12X18g/โหล,ราคา 390.00 บาท
2428,ขี้ผึ้ง 29A,ราคา 102.00 บาท
2429,BACLOFEN 10 mg 20X10's/กล่อง,ราคา 230.00 บาท
2430,HEIDI 400 mg 20X10's/กล่อง (SIAM),ราคา 510.00 บาท
2431,SPORNAR 100 mg 10X10's (CBLAB),ราคา 54.00 บาท
2432,LONNA Gel กลิ่นเชอรี่ 25X1g/กล่อง,ราคา 180.00 บาท
2433,LONNA Gel กลิ่นส้ม 25X1g/กล่อง,ราคา 180.00 บาท
2434,VITA C 25 mg กลิ่นส้ม 1000's (T.MAN),ราคา 102.00 บาท
2435,VITA C 25 mg กลิ่นสับปะรด 1000's (T.MAN),ราคา 102.00 บาท
2436,TRUSLEN COFFEE PLUS 16gX40ซอง,ราคา 260.00 บาท
2438,เถาวัลย์เปรียงสกัด อ้วยอันโอสถ 100's,ราคา 125.00 บาท
2439,เครื่องวัดความดัน OMRON รุ่น HEM-7121+Adapter,"ราคา 1,620.00 บาท"
2440,PRENOLOL 50 mg 10X10's (BERLIN),ราคา 56.00 บาท
2441,ขี้ผึ้งสีชมพู ตราเจ็ดดาว ตลับใหญ่ 30 กรัม,ราคา 28.00 บาท
2442,ENO รสมะนาว 60 ซอง (GSK),ราคา 649.00 บาท
2443,ENO รสส้ม 60 ซอง (GSK),ราคา 649.00 บาท
2445,TUBIGRIP FEEL FREE PALM No.L อุปกรณ์พยุงข้อมือ-ฝ่ามือ,ราคา 138.00 บาท
2446,CETRIZIN 50X10's (TO),ราคา 255.00 บาท
2447,ถ้วยทองโอสถ ยาหม่องน้ำ 3 ml,ราคา 208.00 บาท
2448,ถ้วยทองโอสถ ยาหม่องน้ำ 7 ml,ราคา 372.00 บาท
2449,CDR Effervescent รสส้ม 15's (BAYER),ราคา 118.00 บาท
2450,NASOLIN P.L. 1X10's (TNP),ราคา 16.50 บาท
2451,AMMONIA แอมโมเนียหอม 12X15ml (วิทยาศรม),ราคา 110.75 บาท
2452,MELODIA 1X21's (Exeltis),ราคา 245.00 บาท
2453,SERC 24 mg 20's (Abbott),ราคา 230.00 บาท
2454,FLAVORIN 100 mg 10X10's (TO),ราคา 190.00 บาท
2455,RENU 120 ml (B&L),ราคา 75.00 บาท
2456,FUCICORT Cream 15 g,ราคา 204.00 บาท
2458,PRENOLOL 100 mg 10X10's (BERLIN),ราคา 105.00 บาท
2459,อภัยภูเบศร เพชรสังฆาต 70's,ราคา 96.00 บาท
2462,ISOPTIN SR 240 mg 2X15's (Abbott),ราคา 644.00 บาท
2463,CANAZOL BE Cream กระปุก 450g,ราคา 295.00 บาท
2465,NEXCARE แผ่นซับสิว รุ่นใส ขอบบาง 12 ชิ้น (3M),ราคา 63.00 บาท
2466,ABILIFY 5 mg 3X10's (OTSUKA),"ราคา 2,780.00 บาท"
2469,NASOLIN P.L. Syrup 60 ml (TNP),ราคา 25.00 บาท
2470,CESOLINE W 25 mg 50X10's (CPL),ราคา 15.50 บาท
2471,CARATEN 25 mg 10X10's (BERLIN),ราคา 870.00 บาท
2472,ถ้วยทองโอสถ ยาหม่องถ้วยทอง 12 g,ราคา 268.00 บาท
2473,ASPIRIN 81 mg (100X10's),ราคา 3.00 บาท
2474,CANDINOX Vaginal Tablet 500 mg 1's (CBLAB),ราคา 24.00 บาท
2475,IMODIUM 2 mg 20X6's (Janssen),ราคา 31.50 บาท
2476,BAIN Syrup 150 ml (FCP),ราคา 140.50 บาท
2477,ZOLOFT 100 mg 30's (VIATRIS),"ราคา 1,580.00 บาท"
2478,BETADINE Solution 12X15ml,ราคา 534.00 บาท
2481,ยาบำรุงร่างกาย ยาน้ำตราเสือ 11 ตัว สูตร 111 ขนาด 300 ml,ราคา 32.50 บาท
2482,LOSARTAN 50 mg 20X15's (GPO),ราคา 320.00 บาท
2483,CLINORIL 200 mg (10X10's),ราคา 690.00 บาท
2485,SIXIME 100 mg 1X10's (SIAM),ราคา 144.00 บาท
2486,ULCEFATE Suspension 20X5ml (SIAM),ราคา 485.00 บาท
2487,GLUCOPHAGE XR 750 mg 2X15's (MERCK),ราคา 228.00 บาท
2488,ยาขมเม็ด ตรานกเป็ดน้ำ 120's,ราคา 42.50 บาท
2489,XARELTO 15 mg 28's (BAYER),"ราคา 4,555.00 บาท"
2491,TUBIGRIP ANKLE No.S สวมข้อเท้า,ราคา 138.00 บาท
2492,PIP IBU 400 mg 500's,ราคา 365.00 บาท
2493,VITAMIN B COMPLEX 1000's (AU),ราคา 115.00 บาท
2494,TUBIGRIP ANKLE No.L สวมข้อเท้า,ราคา 138.00 บาท
