รหัสสินค้า,ชื่อสินค้า,ราคา (ดิบ)
16137,SIMACORT 0.1 % 10 กรัม,31.50 บาท/หลอด
12853,SIMOYIUM 10 X10 'S siam,116.00 บาท/กล่อง
16098,SINGHA 500mg 100 'S bmp,28.00 บาท/กระปุก
14758,SINGKAST CHEWABLE TAB 4 MG. 4X7'S ขายยกกล่อง,0.00 บาท/
12860,SINGULAIR 5 MG. 4X7'S,765.00 บาท/กล่อง
12859,SINGULAIR 10 MG. 4X7'S,"1,230.00 บาท/กล่อง"
12863,SINGULAIR 4 MG.28 SACHET,765.00 บาท/กล่อง
14238,SINOMARIN MINISPRAY 30 ML,202.00 บาท/ขวด
14237,SINOMARIN PLUS ALGAE ALLERGY RELIEF 50 ML,190.00 บาท/ขวด
11250,SIVYLAR CAP 140 MG 5X10'S,225.00 บาท/กล่อง
10602,SIXIME 100 MG. Cefixime 10's,145.00 บาท/กล่อง
12865,SKETOLENE NATURE 60 ML.,50.00 บาท/ขวด
12864,SKETOLENE SHIELD SPRAY 70 ML.,47.00 บาท/ขวด
12868,SKIN GUARD DEET 28% 70 ML,75.00 บาท/ขวด
12869,SKIN GUARD DEET 50% 70 ML,119.00 บาท/ขวด
12870,SKIN GUARD DEET 95% 70 ML,159.00 บาท/ขวด
11450,SKINFECT 5 GM,13.00 บาท/หลอด
14262,SKINFECT -B CREAM 15 GM,30.00 บาท/หลอด
11453,SKINFECT CREAM 15 GM,24.50 บาท/หลอด
12739,SKINOREN CREAM 30 GM. รุ่นใหม่ kappa,474.00 บาท/หลอด
12195,SKINTER GUAQRD TANNING OIL SPF 15 200ML,345.00 บาท/ขวด
14264,SLINDA 24+4,321.00 บาท/กล่อง
15469,SMART ME CREAM 20 GM ครีมสำหรับท่านชาย,240.00 บาท/หลอด
15355,SMATAB 30'S,249.00 บาท/กล่อง
12933,SME WHITE LOTION 100 ML.,160.00 บาท/ขวด
12934,SME WHITE LOTION 200 ML.,283.00 บาท/ขวด
15560,SME 24K GOLD HYDROBOOST SERUM 4 ML.,120.00 บาท/หลอด
12937,SME ACNE CLEANSING GEL 1 OZ,66.00 บาท/ขวด
12936,SME ACNE CLEANSING GEL 4 OZ,194.00 บาท/ขวด
12919,SME BABY SCRUB 1.2 OZ,75.00 บาท/หลอด
12920,SME BABY SCRUB 2.2 OZ,127.00 บาท/หลอด
12909,SME GOLD PERFECT EYE SOLUTION 15 GM.,368.00 บาท/หลอด
12914,SME LOTION 100 ML.,150.00 บาท/ขวด
12915,SME LOTION 200 ML.,260.00 บาท/ขวด
12935,SME SKIN WHITE TONER 150 ML,194.00 บาท/ขวด
15943,SME SUN ACNE OIL CONTROL 30G.,470.00 บาท/ขวด
15941,SME SUN WHITE SPOT CLEAR 30G.,472.00 บาท/ขวด
15944,SME SUN WRINKLE ANTI SPOT 30G.,475.00 บาท/ขวด
12928,SME SUNBLOCK PHYSICAL WHITE 15 GM. sunscreen spf 72,220.00 บาท/หลอด
12941,SME SUNBLOCK PHYSICAL BEIGE 7 G.,110.00 บาท/หลอด
12940,SME SUNBLOCK PHYSICAL WHITE 7 G.,110.00 บาท/หลอด
12916,SME SUNBLOCK PHYSICAL15 GM.สีเบจ 295-,217.00 บาท/หลอด
12918,SME WHITE SERUM 0.8 OZ 24g,430.00 บาท/หลอด
12902,SME WHITE SERUM 0.4 OZ 12g,265.00 บาท/หลอด
14641,SMECTA GO 1X12 ซอง,295.00 บาท/กล่อง
12893,SMECTA POWDER 1X10 ซอง orange,140.00 บาท/กล่อง
16034,SMECTA POWDER 1X10 ซอง strawberry,142.00 บาท/กล่อง
15698,SMOOTH E 100 GM.,496.00 บาท/หลอด
12896,SMOOTH E 15 GM.,159.00 บาท/หลอด
16649,SMOOTH E 24K gold hydroboost serum 30 ml.,765.00 บาท/ขวด
12897,SMOOTH E 40 GM.,270.00 บาท/หลอด
12895,SMOOTH E 7 GM. .,86.50 บาท/หลอด
16115,SMOOTH E ACNE HYDROGEL 5 GM. 1 กล่องมี 6 ซอง,282.50 บาท/กล่อง
12926,SMOOTH E ACNE HYDROGEL 7 GM.,129.00 บาท/กล่อง
12931,SMOOTH E ACNE HYDROGEL PLUS 10 GM.,177.50 บาท/หลอด
12938,SMOOTH E ANTI HAIR LOSS SHAMPOO 75 ml,162.00 บาท/ขวด
12925,SMOOTH E BABY FACE GEL 1.5 OZ,80.00 บาท/หลอด
12924,SMOOTH E BABY FACE GEL 3.3 OZ,165.00 บาท/หลอด
16302,SMOOTH E BABY FACE HYDRATION FOAM 40 gm,78.50 บาท/หลอด
16303,SMOOTH E BABY FACE WHITE SPOT CLEAR FOAM 40 gm,78.50 บาท/หลอด
12905,SMOOTH E CAPSULE 12'S,210.00 บาท/กล่อง
12899,SMOOTH E FOAM 1 OZ,67.00 บาท/หลอด
12900,SMOOTH E FOAM 2 OZ,135.00 บาท/หลอด
12901,SMOOTH E FOAM 4 OZ,222.00 บาท/หลอด
15945,SMOOTH E FOAM 8 OZ,357.00 บาท/หลอด
12904,SMOOTH E GOLD 12 GM. ( 0.4 OZ),111.00 บาท/หลอด
12903,SMOOTH E GOLD 65 GM. -,501.00 บาท/หลอด
16440,SMOOTH E GOLD CAPSULE 12 เม็ด,350.00 บาท/กล่อง
12907,SMOOTH E GOLD FOAM 1.5 OZ,107.00 บาท/หลอด
12908,SMOOTH E GOLD FOAM 4.0 OZ,276.00 บาท/หลอด
15422,SMOOTH E NEW SKIN LIQUID PLASTER 4 ml.,70.00 บาท/หลอด
12939,SMOOTH E PURIFYING CONDITIONER 100 ML,126.00 บาท/ขวด
16648,SMOOTH E retinol+ deep wrinkle repair 30 g.,580.00 บาท/ขวด
12930,SMOOTH E SCA SERUM 10 gm.,250.00 บาท/หลอด
12929,SMOOTH E SCA SERUM & SPOT CLEAR 7 gm.,222.00 บาท/หลอด
16393,SMOOTH E SCAR SMOOTH silicone scar sheet 1ชิ้น/ กล่อง,82.50 บาท/กล่อง
12932,SMOOTH E SILICONE GEL 10GM,315.00 บาท/หลอด
16116,SMOOTH E SMOOTH SCAR SERUM 5 GM. 1 กล่องมี 6 ซอง,280.00 บาท/กล่อง
12911,SMOOTH E WHITE BABY FACE 0.4 OZ,79.00 บาท/หลอด
12906,SMOOTH E WHITE BABY FACE 1 OZ,185.00 บาท/หลอด
12913,SMOOTH E white baby face foam 1.0oz,71.00 บาท/หลอด
12912,SMOOTH E white baby face foam 2.0oz,129.00 บาท/หลอด
12922,SMOOTH E WHITE SCRUB 1.2 OZ,86.00 บาท/หลอด
12923,SMOOTH E WHITE SCRUB 2.2 OZ,149.00 บาท/หลอด
16684,Smooth life ASTAXANTHIN 6 MG 30's,637.50 บาท/ขวด
16686,Smooth life B COMPLEX PLUS LUTEIN & ZEAXANTHIN,293.00 บาท/ขวด
14613,SMOOTH LIFE BIO CHEWABLE 1000 MG CANDY 14'S,151.00 บาท/กล่อง
16685,Smooth life SMOOTH LEEP 10's,236.50 บาท/ขวด
16336,SMOOTH LIFE SUN DAY 360 1450 MG,339.00 บาท/กล่อง
13012,SNAKE BRAND COOL MUSCLE RUB CREAM 50 G,112.00 บาท/หลอด
12855,SOBELIN 5 MG. 50X10'S,177.00 บาท/กล่อง
12849,SOBELIN T.O.,265.00 บาท/ขวด
12990,SODA MINT 100'S,8.50 บาท/ขวด
13813,SODIUM FLUORIDE 0.25 MG. 1000'S GPO ขายขาดไม่รับคืน,100.00 บาท/ขวด
13814,SODIUM FLUORIDE 0.25 MG. 100'S GPO ขายขาดไม่รับคืน,40.00 บาท/ขวด
14791,SOF TEARS 10 ML.,40.50 บาท/ขวด
12313,SOFCLENS 100 ML,24.25 บาท/ขวด
12311,SOFCLENS 1000 ML,44.00 บาท/ขวด
12312,SOFCLENS 500 ML,32.75 บาท/ขวด
14094,SOFCLENS จุกล้างจมูก 1กล่อง2ชิ้น,25.00 บาท/กล่อง
14507,SOFFELL LOTION 60 ML ชมพู flora,47.75 บาท/ขวด
14506,SOFFELL LOTION 60 ML ส้ม fresh,47.75 บาท/ขวด
12883,SOFFELL SPRAY 30 ML ชมพู flora,31.00 บาท/ขวด
12882,SOFFELL SPRAY 30 ML ส้ม fresh,30.50 บาท/ขวด
12871,SOFFELL SPRAY 80 ML ชมพู flora,61.50 บาท/ขวด
12872,SOFFELL SPRAY 80 ML ส้ม fresh,61.50 บาท/ขวด
11917,SOFT COLLAR NO L ปลอกพยุงคอแบบอ่อน,200.00 บาท/อัน
11916,SOFT COLLAR NO M ปลอกพยุงคอแบบอ่อน,200.00 บาท/อัน
11915,SOFT COLLAR NO S ปลอกพยุงคอแบบอ่อน,200.00 บาท/อัน
11348,SOLMAX CAPSULE 500 MG 25X10'S,36.50 บาท/แผง
11360,SOLMAX FORTE 60 ML. carbocistein 500 mg,60.75 บาท/ขวด
11361,SOLMAX KIDS 60 ML. carbocistein 200 mg,56.50 บาท/ขวด
11618,SOLUFEN 400 MG 10'S กล่องละ 10 แผง berlin,43.50 บาท/แผง
14312,SONAP FORTE 10'S กล่องละ 1แผง,36.00 บาท/กล่อง
12120,SONAP FORTE 10X10'S,296.00 บาท/กล่อง
10757,SOPALOL 5 10X10'S,305.00 บาท/กล่อง
10177,SOPHIE 28,11.00 บาท/แผง
12122,SOPROXEN 10X10'S,170.00 บาท/กล่อง
16102,SOS N1 แผ่นแปะจมูก 8 ชิ้น/กล่อง,25.75 บาท/กล่อง
13156,SOS S 2X2 ก๊อซปิดแผลพร้อมใช้ 4ชิ้น/กล่อง,30.50 บาท/กล่อง
14367,SOS S 2X4 ก๊อซปิดแผลพร้อมใช้ 3ชิ้น/กล่อง,52.00 บาท/กล่อง
16672,SOS S(KSS01) KITTY 4X7 cm ก๊อซปิดแผลพร้อมใช้ 4ชิ้น/กล่อง,20.50 บาท/กล่อง
16428,SOS T KST01 พลาสเตอร์ใสกันน้ำขนาด 4x7 cm 3 ชิ้น/กล่อง,20.25 บาท/กล่อง
13118,SOS T1 พลาสเตอร์ใสกันน้ำ 10 ชิ้น/กล่อง,20.00 บาท/กล่อง
16561,SOS T1(MP02) พลาสเตอร์ใสกันน้ำ ลายมินเนียน 6 ชิ้น/กล่อง,18.00 บาท/กล่อง
16239,SOS T1-B พลาสเตอร์ใสกันน้ำ ขนาดจัมโบ้ 9 ชิ้น/กล่อง,19.50 บาท/กล่อง
13130,SOS T2 พลาสเตอร์ใสกันน้ำ 3 ชิ้น/กล่อง,25.75 บาท/กล่อง
13154,SOS T2X2 พลาสเตอร์ใสกันน้ำ 3ชิ้น/กล่อง 45-,30.50 บาท/กล่อง
14164,SOS T2X4 พลาสเตอร์ใสกันน้ำ 2ชิ้น/กล่อง,52.00 บาท/กล่อง
13109,SOS T3 พลาสเตอร์ใสกันน้ำพร้อมแผ่นดูดซับ 2 ชิ้น,28.50 บาท/กล่อง
14338,SOS ACNE PATCH 12 DOT 3 ซอง,24.00 บาท/กล่อง
15828,SOS ACNE PATCH ลายดาวและหัวใจ 20 ดวง,30.50 บาท/กล่อง
15009,"SOS CO-adhesive bandage เทปพันยืดหยุ่น 1""X5 หลา",25.75 บาท/อัน
15131,"SOS CO-adhesive bandage เทปพันยืดหยุ่น 2""X5 หลา",46.00 บาท/อัน
15481,"SOS CO-adhesive bandage เทปพันยืดหยุ่น 2""X5 หลาคละสี 1x12",478.25 บาท/กล่อง
15010,"SOS CO-adhesive bandage เทปพันยืดหยุ่น 3""X5 หลา",59.00 บาท/อัน
15480,"SOS CO-adhesive bandage เทปพันยืดหยุ่น 3""X5 หลาคละสี 1x6",284.75 บาท/กล่อง
15525,SOS cooling gel hello kitty 1x4ชิ้น,57.00 บาท/กล่อง
15524,SOS cooling gel minions (กล่องx4แผ่น),66.50 บาท/กล่อง
10738,SOS COOLING GEL SHEET 4 ชิ้น children,67.00 บาท/กล่อง
13201,SOS DIGITAL THERMO BT-A21CN,80.00 บาท/อัน
15714,SOS DIGITAL THERMO BT-A21CN KITTY ชมพู,116.00 บาท/อัน
15713,SOS DIGITAL THERMO BT-A21CN KITTY สีแดง,116.00 บาท/อัน
13135,SOS DOREMON 01 P 1 30 ซองๆละ8ชิ้น,10.50 บาท/ซอง
16570,SOS FA2 PLASTER FABRIC CAT 8 ชิ้น 2 SIZE,17.00 บาท/กล่อง
16569,SOS FA2 PLASTER FABRIC DOG 12 ชิ้น 2 SIZE,17.00 บาท/กล่อง
13163,SOS FINGER PLASTER 6 ชิ้น,17.75 บาท/กล่อง
14337,SOS GAUZE DRESSING G3 10X10 CM 10 แผ่น,105.00 บาท/กล่อง
15715,SOS INFRARED THERMOMETER รุ่น KLL F02,"1,000.00 บาท/อัน"
16267,SOS MINIONS พลาสเตอร์ปิดแผล AS01 4 ชิ้น/กล่อง,22.50 บาท/กล่อง
16100,SOS non woven adhesive roll RS1 5 CM X10 M,120.00 บาท/ม้วน
15960,SOS non woven adhesive roll RS2 10 CM X10 M,228.00 บาท/กล่อง
16099,SOS non woven adhesive roll RS3 15 CM X10 M,262.00 บาท/ม้วน
15959,SOS non woven adhesive roll RS8 10 CM X1 M,28.00 บาท/กล่อง
15132,SOS PLASTER FABRIC COLORFUL เนื้อผ้ามีลาย 12 ชิ้น,14.50 บาท/กล่อง
16531,SOS PLASTER FF1 สำหรับข้อนิ้ว 7.5x3.8 cm. 4 ชิ้น,11.50 บาท/กล่อง
13134,SOS PLASTER กันรองเท้ากัด ขนาด M,37.00 บาท/กล่อง
14014,SOS PLASTER เนื้อ PB 1 กล่องละ 10 ชิ้น,8.25 บาท/กล่อง
13162,SOS PLASTER ผ้าสีเนื้อ F1 กล่องละละ 8ชิ้น,9.00 บาท/กล่อง
14013,SOS PLASTER ใส PC 1 กล่องละ 10 ชิ้น,9.00 บาท/กล่อง
15904,SOS PLUS TINBOX พลาสเตอร์ปิดแผล ลายคิตตี้ 11ชิ้น GB kitty,48.00 บาท/กล่อง
15593,SOS PLUS IR THERMOMETER FORHEAD GP-100,"1,000.00 บาท/เครื่อง"
13168,SOS PLUS S1-B 3X7CM 10'S,19.00 บาท/กล่อง
15905,SOS PLUS TINBOXพลาสเตอร์ปิดแผล ลายมินเนี่ยน11ชิ้น GB minion,48.00 บาท/กล่อง
15380,SOS PLUS WRIST SUPPORT,200.00 บาท/กล่อง
13129,SOS PLUS พลาสเตอร์พร้อมแผ่นดูดซับ S2 6x7 cm4 แผ่น 36-,25.75 บาท/กล่อง
13119,SOS PLUS พลาสเตอร์พร้อมแผ่นดูดซับ S3 6x10 cm4 แผ่น 45-,28.50 บาท/กล่อง
13110,SOS PLUS พลาสเตอร์ใสกันน้ำพร้อมแผ่นดูดซับ 10X10,170.00 บาท/กล่อง
16486,"SOS PR1 เทปแต่งแผลชนิดเยื่อกระดาษ 1/2""x10 y 24 ม้วน",261.00 บาท/กล่อง
13157,sos s1 b ผ้า กล่องละ 20 ซองๆละ 4 แผ่น,155.00 บาท/กล่อง
14336,SOS SM MINIONS 4x7cm MINIONS พลาสเตอร์พร้อมใช้ 5 ชิ้น/กล่อง,21.50 บาท/กล่อง
14335,SOS T MST01 MINIONS พลาสเตอร์ใสกันน้ำ3 ชิ้น/กล่อง,21.50 บาท/กล่อง
13167,SOS T4 พลาสเตอร์ใสกันน้ำ 10x25CM.,78.00 บาท/กล่อง
13149,SOS โดเรมอน S SERIES DICUT 4 ชิ้น DSS01,24.00 บาท/กล่อง
13148,SOS โดเรมอน T SERIES DICUT 4 ชิ้น DST01,34.00 บาท/กล่อง
13155,"SOS เทปแต่งแผล 1""x10 y12 ม้วนTR3",272.00 บาท/กล่อง
13147,"SOS เทปแต่งแผล 1/2""x10 y 24 ม้วนTR1",270.00 บาท/กล่อง
13146,"SOS เทปแต่งแผล 1/2""x5 y 24 ม้วนTR2",156.00 บาท/กล่อง
16050,SOS พลาสเตอร์ปิดแผล ลายคิตตี้ 6 ชิ้น MB kitty,17.50 บาท/กล่อง
16051,SOS พลาสเตอร์ปิดแผล ลายมินเนียน 6 ชิ้น MB minion,17.50 บาท/กล่อง
16670,SOS พลาสเตอร์ใสกันน้ำDINO MX1. มี2ขนาด 10x4 แผ่น,182.00 บาท/กล่อง
13159,SOS พลาสเตอร์ใสกันน้ำDINO T1ขนาด 2.5x5.6 cm. 10x6 แผ่น,147.00 บาท/กล่อง
14478,SPACOVIN tablet (drotaverine hcl 40 mg. )10X10'S,110.00 บาท/กล่อง
10502,SPARTA 100X10'S,13.00 บาท/แผง
10506,SPASCOPAN 50X10'S,910.00 บาท/กล่อง
14146,SPASMEX 30 ขายยกกล่อง antispasmodic agent,420.00 บาท/กล่อง
13000,SPASURI 50X10'S,"1,240.00 บาท/กล่อง"
14293,SPATYL 10MG. 10'S TNP,24.50 บาท/แผง
15939,SPAXID-VS 20x10'S สูตร kremil-s,318.00 บาท/กล่อง
10005,SPECTRABAN 50 20 GM.,190.00 บาท/ขวด
13002,SPECTRABAN 60 100 GM,540.00 บาท/ขวด
11612,SPEDIFEN 400 MG. 6'S,81.00 บาท/กล่อง
10350,SPIRIVA 18 MCG REFILL 30 CAP,"1,365.00 บาท/กล่อง"
10349,SPIRIVA 18 MCG.COMBO 30 CAP,"1,420.00 บาท/กล่อง"
11940,SPIRULINA 500 MG. 100'S,260.00 บาท/กระป๋อง
11736,SPORAXYL 15 GM,40.00 บาท/หลอด
14011,SPORAXYL 5 GM,19.75 บาท/หลอด
16505,SPORIDIN CAPSULES 500 MG. 10X10'S sun,320.00 บาท/กล่อง
16484,SPORIDIN SUSPENSION 125 MG./5ml,27.00 บาท/ขวด
13006,SPORNAR 25X4'S,500.00 บาท/กล่อง
13010,ST.LUXE S OIL 30 ML. 40-,18.50 บาท/ขวด
13011,ST.LUXE S OIL 60 ML.,29.25 บาท/ขวด
11615,STARBUFEN SUSPENTION 60 ML (7 STAR),18.00 บาท/ขวด
16712,STARBUMOL INHALER 200 DOSE 100MCG ไม่มี SPACER salbutamol,109.00 บาท/ขวด
15483,STARDA-BE 5 GM seven stars,17.50 บาท/หลอด
16713,STARDESSO 200 MCG (BUDESONIDE) ไม่มี spacer,143.00 บาท/กล่อง
16618,STARGESIC 10'S (norgesic),11.50 บาท/กล่อง
16310,STARLONE LOTION 60 ML. 7S,26.50 บาท/ขวด
14542,STARMOL 500 MG 100'S 7Sparacetamol,46.00 บาท/ขวด
15484,STARMOVATE CREAM 5 GM.seven stars,17.50 บาท/หลอด
16708,STARMOX-500 50X10'S ชมพู-เทา ขายยกกล่อง,760.00 บาท/กล่อง
16710,STARMOX-500 50X10'S สีน้ำเงิน ขายยกกล่อง,760.00 บาท/กล่อง
16709,STARMOX-500 50X10'S เหลือง-ครีม ขายยกกล่อง,760.00 บาท/กล่อง
15592,STARTRIL -S 1500 MG.10sachets seven stars,85.00 บาท/กล่อง
15591,STARTRIL -S 1500 MG.30sachets seven stars,248.00 บาท/กล่อง
14408,STEI 16 MG. 10'S รุ่นใหม่,27.00 บาท/แผง
12006,STEI 24 MG. 10X10'S,39.50 บาท/แผง
14371,STEI 8 MG. 10'S รุ่นใหม่แผงเดี่ยว,15.25 บาท/แผง
11934,STERCIA-5 3X10'S,390.00 บาท/กล่อง
16660,sterile cotton bud with ethyl alcohol 75%,34.00 บาท/กล่อง
16659,sterile cotton bud with povidone-iodine,34.00 บาท/กล่อง
14017,STERILE EYE PAD KID เด็ก 5.0x7.5 cm 10 ซอง (ซองละ 2 ชิ้น),75.00 บาท/กล่อง
14016,STERILE EYE PAD ผู้ใหญ่ 10 ซอง 5.8x8.3 cm (ซองละ 2 ชิ้น),82.00 บาท/กล่อง
16691,"STERILE GAUZE PAD 2"" X 2"" SOS กล่องละ 12 ซอง",49.00 บาท/กล่อง
16692,"STERILE GAUZE PAD 3"" X 3"" SOS กล่องละ 12 ซอง",70.50 บาท/กล่อง
16693,"STERILE GAUZE PAD 4"" X 4"" SOS กล่องละ 12 ซอง",94.00 บาท/กล่อง
11935,STERZAR -1 4X7'S,256.00 บาท/กล่อง
10200,STOMOX SUSPENSION 240 ML.,32.00 บาท/ขวด
13031,STREPSIL CHESTY COUGH 24 'S,94.00 บาท/กล่อง
13030,STREPSIL CHESTY COUGH 24 X 8'S,49.00 บาท/ซอง
13017,STREPSIL CITRUS SUGAR FREE 16'S,84.50 บาท/กล่อง
